id,c_date,campaign_name,category,campaign_id,impressions,mark_spent,clicks,leads,orders,revenue,CPL
55,2021-02-05,banner_partner,media,39889,8238872,427922.0,20997,796,119,471240.0,537.5904522613065
56,2021-02-06,facebook_tier1,social,349043,310024,40407.9,2391,76,9,46152.0,531.6828947368422
57,2021-02-06,facebook_tier2,social,348934,448321,62272.6,3302,108,9,44829.0,576.5981481481481
58,2021-02-06,google_hot,search,89459845,44950,6768.87,899,13,1,8136.0,520.6823076923076
59,2021-02-06,google_wide,search,127823,478400,22542.0,2392,48,6,13152.0,469.625
60,2021-02-06,youtube_blogger,influencer,10934,472252,80971.4,4508,133,27,215487.0,608.8075187969924
61,2021-02-06,instagram_tier1,social,9034945,425467,3661.53,2695,14,1,5958.0,261.53785714285715
62,2021-02-06,instagram_tier2,social,983498,1589341,12183.4,5092,102,5,12295.0,119.44509803921568
63,2021-02-06,facebook_retargeting,social,4387490,10200,1420.15,306,6,1,5492.0,236.6916666666667
64,2021-02-06,facebook_lal,social,544756,119700,29281.0,1197,24,4,6428.0,1220.0416666666667
65,2021-02-06,instagram_blogger,influencer,374754,300700,8289.21,3007,20,2,9450.0,414.46049999999997
66,2021-02-06,banner_partner,media,39889,42070000,38185.2,4207,84,10,48820.0,454.58571428571423
67,2021-02-07,facebook_tier1,social,349043,478000,27314.4,2390,45,5,24905.0,606.9866666666667
68,2021-02-07,facebook_tier2,social,348934,659000,38485.6,3295,66,5,23735.0,583.1151515151515
69,2021-02-07,google_hot,search,89459845,44650,6426.0,893,18,2,14152.0,357.0
70,2021-02-07,google_wide,search,127823,1137473,18102.1,2404,48,5,17845.0,377.1270833333333
71,2021-02-07,youtube_blogger,influencer,10934,694624,31680.1,4505,82,15,119715.0,386.34268292682924
72,2021-02-07,instagram_tier1,social,9034945,1246126,37965.9,2696,100,11,65791.0,379.659
73,2021-02-07,instagram_tier2,social,983498,567096,6747.94,5103,199,2,3962.0,33.90924623115578
74,2021-02-07,facebook_retargeting,social,4387490,9938,3435.44,294,6,1,4981.0,572.5733333333334
75,2021-02-07,facebook_lal,social,544756,174221,10104.9,1197,6,1,981.0,1684.1499999999999
76,2021-02-07,instagram_blogger,influencer,374754,300700,46167.6,3007,93,12,68076.0,496.4258064516129
77,2021-02-07,banner_partner,media,39889,3957603,79987.7,4203,142,27,90504.0,563.2936619718309
78,2021-02-08,facebook_tier1,social,349043,479000,27210.4,2395,36,5,22345.0,755.8444444444444
79,2021-02-08,facebook_tier2,social,348934,472656,33752.8,3290,66,5,28670.0,511.40606060606063
80,2021-02-08,google_hot,search,89459845,51350,6918.85,904,20,2,16240.0,345.9425
81,2021-02-08,google_wide,search,127823,478000,16567.5,2390,48,5,16995.0,345.15625
82,2021-02-08,youtube_blogger,influencer,10934,685530,33892.6,4491,79,16,120176.0,429.02025316455695
83,2021-02-08,instagram_tier1,social,9034945,472836,330.76,2690,1,0,0.0,330.76
84,2021-02-08,instagram_tier2,social,983498,1020000,2057.3,5100,102,1,1981.0,20.169607843137257
85,2021-02-08,facebook_retargeting,social,4387490,10067,4336.04,302,10,2,10036.0,433.604
86,2021-02-08,facebook_lal,social,544756,120200,40099.0,1202,24,5,4905.0,1670.7916666666667
87,2021-02-08,instagram_blogger,influencer,374754,361650,31154.3,2991,60,9,45027.0,519.2383333333333
88,2021-02-08,banner_partner,media,39889,2233790,31883.9,4197,84,10,42280.0,379.5702380952381
89,2021-02-09,facebook_tier1,social,349043,478600,49036.5,2393,68,9,42813.0,721.125
90,2021-02-09,facebook_tier2,social,348934,555116,62119.4,3303,96,11,54791.0,647.0770833333333
91,2021-02-09,google_hot,search,89459845,44900,3095.21,898,5,1,7998.0,619.042
92,2021-02-09,google_wide,search,127823,478600,20299.3,2393,48,5,14905.0,422.90208333333334
93,2021-02-09,youtube_blogger,influencer,10934,491821,27833.0,4495,90,18,143658.0,309.25555555555553
94,2021-02-09,instagram_tier1,social,9034945,759532,10317.0,2701,19,3,19800.0,543.0
95,2021-02-09,instagram_tier2,social,983498,1022000,7398.26,5110,102,3,5943.0,72.53196078431372
96,2021-02-09,facebook_retargeting,social,4387490,9721,2152.37,290,6,1,4353.0,358.7283333333333
97,2021-02-09,facebook_lal,social,544756,189854,29091.4,1198,24,3,2943.0,1212.1416666666667
98,2021-02-09,instagram_blogger,influencer,374754,346068,57642.4,3006,99,15,89460.0,582.2464646464647
99,2021-02-09,banner_partner,media,39889,3736884,44731.7,4190,84,13,51259.0,532.520238095238
100,2021-02-10,facebook_tier1,social,349043,961800,43386.4,4809,96,8,42400.0,451.94166666666666
101,2021-02-10,facebook_tier2,social,348934,852250,43865.9,6596,132,7,34867.0,332.31742424242424
102,2021-02-10,google_hot,search,89459845,108748,51883.1,1797,57,11,86724.0,910.2298245614035
103,2021-02-10,google_wide,search,127823,797238,67577.8,4797,154,19,42598.0,438.81688311688316
104,2021-02-10,youtube_blogger,influencer,10934,1469962,19831.4,8998,80,16,130768.0,247.8925
105,2021-02-10,instagram_tier1,social,9034945,3858193,38890.3,5406,186,14,83734.0,209.08763440860216
106,2021-02-10,instagram_tier2,social,983498,2040000,14147.9,10200,395,4,7924.0,35.81746835443038
107,2021-02-10,facebook_retargeting,social,4387490,18399,12713.0,599,22,5,27065.0,577.8636363636364
108,2021-02-10,facebook_lal,social,544756,321713,131236.0,2396,88,15,14715.0,1491.3181818181818
109,2021-02-10,instagram_blogger,influencer,374754,489728,126901.0,6005,187,34,143888.0,678.6149732620321
110,2021-02-10,banner_partner,media,39889,5219501,179519.0,8391,302,60,196680.0,594.433774834437
111,2021-02-11,facebook_tier1,social,349043,1061233,105681.0,7206,144,23,105225.0,733.8958333333334
112,2021-02-11,facebook_tier2,social,348934,4564542,188516.0,9895,304,28,131068.0,620.1184210526316
113,2021-02-11,google_hot,search,89459845,134600,26220.4,2692,54,6,48990.0,485.562962962963
114,2021-02-11,google_wide,search,127823,1254537,51422.5,7198,144,14,41986.0,357.10069444444446
115,2021-02-11,youtube_blogger,influencer,10934,1210466,197161.0,13506,474,95,831820.0,415.95147679324896
116,2021-02-11,instagram_tier1,social,9034945,2224531,348.99,8106,1,0,0.0,348.99
117,2021-02-11,instagram_tier2,social,983498,3058200,4138.73,15291,114,1,2771.0,36.304649122807014
118,2021-02-11,facebook_retargeting,social,4387490,26774,17711.1,893,27,6,29886.0,655.9666666666666
119,2021-02-11,facebook_lal,social,544756,359500,6171.15,3595,5,1,677.0,1234.23
120,2021-02-11,instagram_blogger,influencer,374754,900400,128751.0,9004,227,29,143869.0,567.1850220264317
121,2021-02-11,banner_partner,media,39889,5125187,193124.0,12602,482,57,226917.0,400.6721991701245
122,2021-02-12,facebook_tier1,social,349043,1804868,110004.0,9607,192,23,96163.0,572.9375
123,2021-02-12,facebook_tier2,social,348934,2639200,191722.0,13196,325,32,176512.0,589.9138461538462
124,2021-02-12,google_hot,search,89459845,161493,59745.3,3602,72,14,122710.0,829.7958333333333
125,2021-02-12,google_wide,search,127823,1502383,86733.1,9605,192,19,56639.0,451.7348958333334
126,2021-02-12,youtube_blogger,influencer,10934,1299708,121652.0,17994,378,61,486841.0,321.83068783068785
127,2021-02-12,instagram_tier1,social,9034945,3735390,26659.9,10806,115,9,53523.0,231.82521739130436
128,2021-02-12,instagram_tier2,social,983498,7156880,49060.3,20391,408,15,29715.0,120.24583333333334
129,2021-02-12,facebook_retargeting,social,4387490,42587,11278.3,1207,34,8,39848.0,331.7147058823529
130,2021-02-12,facebook_lal,social,544756,480000,44580.9,4800,33,5,6945.0,1350.9363636363637
131,2021-02-12,instagram_blogger,influencer,374754,1200300,308572.0,12003,412,79,393499.0,748.9611650485436
132,2021-02-12,banner_partner,media,39889,10819771,145201.0,16808,336,49,195069.0,432.1458333333333
133,2021-02-13,facebook_tier1,social,349043,1496322,308692.0,11990,397,60,341880.0,777.5617128463476
134,2021-02-13,facebook_tier2,social,348934,2358224,325444.0,16506,655,52,262184.0,496.8610687022901
135,2021-02-13,google_hot,search,89459845,225350,61588.1,4507,100,17,152660.0,615.881
136,2021-02-13,google_wide,search,127823,3452027,216562.0,12010,378,56,123088.0,572.9153439153439
137,2021-02-13,youtube_blogger,influencer,10934,2250900,205045.0,22509,790,158,1296550.0,259.5506329113924
138,2021-02-13,instagram_tier1,social,9034945,2698200,88844.8,13491,219,26,176384.0,405.6840182648402
139,2021-02-13,instagram_tier2,social,983498,5100600,16656.8,25503,510,6,10134.0,32.66039215686274
140,2021-02-13,facebook_retargeting,social,4387490,50333,8367.08,1510,19,4,18828.0,440.3726315789474
141,2021-02-13,facebook_lal,social,544756,495013,171332.0,6006,128,19,24035.0,1338.53125
142,2021-02-13,instagram_blogger,influencer,374754,1499200,32770.1,14992,50,8,43976.0,655.4019999999999
143,2021-02-13,banner_partner,media,39889,17890507,390105.0,20993,734,118,353174.0,531.4782016348773
144,2021-02-14,facebook_tier1,social,349043,2452315,60244.9,14406,110,14,63560.0,547.6809090909092
145,2021-02-14,facebook_tier2,social,348934,7936534,197948.0,19797,396,30,149430.0,499.8686868686869
146,2021-02-14,google_hot,search,89459845,263754,56440.3,5409,90,11,84183.0,627.1144444444445
147,2021-02-14,google_wide,search,127823,3111389,196998.0,14390,498,48,101280.0,395.578313253012
148,2021-02-14,youtube_blogger,influencer,10934,2511956,231751.0,26993,540,85,733550.0,429.1685185185185
149,2021-02-14,instagram_tier1,social,9034945,3239400,312844.0,16197,604,72,377352.0,517.9536423841059
150,2021-02-14,instagram_tier2,social,983498,5130500,218228.0,30602,935,54,119718.0,233.39893048128343
151,2021-02-14,facebook_retargeting,social,4387490,55495,4764.34,1790,10,2,10902.0,476.434
152,2021-02-14,facebook_lal,social,544756,605220,170719.0,7205,142,21,14280.0,1202.2464788732395
153,2021-02-14,instagram_blogger,influencer,374754,2429465,205870.0,17998,354,53,306817.0,581.5536723163842
154,2021-02-14,banner_partner,media,39889,7218480,225274.0,25190,504,76,236056.0,446.97222222222223
155,2021-02-15,facebook_tier1,social,349043,3361800,168064.0,16809,247,30,149430.0,680.421052631579
156,2021-02-15,facebook_tier2,social,348934,3441545,593576.0,23103,694,81,403461.0,855.2968299711815
157,2021-02-15,google_hot,search,89459845,315350,82930.7,6307,126,19,138073.0,658.1801587301587
158,2021-02-15,google_wide,search,127823,3359600,124854.0,16798,336,31,92411.0,371.5892857142857
159,2021-02-15,youtube_blogger,influencer,10934,2478877,151480.0,31504,630,98,782138.0,240.44444444444446
160,2021-02-15,instagram_tier1,social,9034945,3780200,136269.0,18901,378,45,269145.0,360.5
161,2021-02-15,instagram_tier2,social,983498,7138400,37098.6,35692,916,11,21791.0,40.500655021834056
162,2021-02-15,facebook_retargeting,social,4387490,63986,14609.5,2099,28,5,24905.0,521.7678571428571
163,2021-02-15,facebook_lal,social,544756,1093435,6587.76,8402,4,1,741.0,1646.94
164,2021-02-15,instagram_blogger,influencer,374754,2100700,82452.0,21007,122,24,103392.0,675.8360655737705
165,2021-02-15,banner_partner,media,39889,8747458,543275.0,29390,1061,171,809685.0,512.0405278039585
166,2021-02-16,facebook_tier1,social,349043,3839000,393027.0,19195,384,64,336448.0,1023.5078125
167,2021-02-16,facebook_tier2,social,348934,5280000,595176.0,26400,923,80,392160.0,644.8277356446371
168,2021-02-16,google_hot,search,89459845,373184,102053.0,7198,144,22,185482.0,708.7013888888889
169,2021-02-16,google_wide,search,127823,3841400,271906.0,19207,666,67,199727.0,408.26726726726724
170,2021-02-16,youtube_blogger,influencer,10934,4371118,221258.0,35999,720,128,1021570.0,307.3027777777778
171,2021-02-16,instagram_tier1,social,9034945,4319200,143680.0,21596,432,34,171972.0,332.5925925925926
172,2021-02-16,instagram_tier2,social,983498,15988504,103731.0,40794,816,24,41424.0,127.12132352941177
173,2021-02-16,facebook_retargeting,social,4387490,80233,31712.0,2407,48,12,59772.0,660.6666666666666
174,2021-02-16,facebook_lal,social,544756,1576818,345629.0,9597,292,39,25857.0,1183.6609589041095
175,2021-02-16,instagram_blogger,influencer,374754,3937010,620903.0,23994,833,160,939360.0,745.3817527010805
176,2021-02-16,banner_partner,media,39889,56876855,206424.0,33592,416,62,246822.0,496.21153846153845
177,2021-02-17,facebook_tier1,social,349043,4320600,489831.0,21603,652,86,428366.0,751.2745398773006
178,2021-02-17,facebook_tier2,social,348934,6102420,403691.0,29704,594,61,303841.0,679.6144781144781
179,2021-02-17,google_hot,search,89459845,490058,116213.0,8104,162,31,227726.0,717.3641975308642
180,2021-02-17,google_wide,search,127823,4319200,180223.0,21596,442,44,136708.0,407.7443438914027
181,2021-02-17,youtube_blogger,influencer,10934,4049400,363811.0,40494,746,149,1189170.0,487.6823056300268
182,2021-02-17,instagram_tier1,social,9034945,4999407,246023.0,24294,606,73,496546.0,405.97854785478546
183,2021-02-17,instagram_tier2,social,983498,32964848,162819.0,45907,974,46,121900.0,167.1652977412731
184,2021-02-17,facebook_retargeting,social,4387490,84332,31422.5,2698,54,11,45441.0,581.8981481481482
185,2021-02-17,facebook_lal,social,544756,1361187,291254.0,10810,216,32,31392.0,1348.398148148148
186,2021-02-17,instagram_blogger,influencer,374754,2795511,462606.0,26990,795,119,592739.0,581.8943396226415
187,2021-02-17,banner_partner,media,39889,16553044,523398.0,37805,756,142,565302.0,692.3253968253969
188,2021-02-18,facebook_tier1,social,349043,4798200,30892.2,23991,61,6,25686.0,506.4295081967213
189,2021-02-18,facebook_tier2,social,348934,4678356,373294.0,33003,1313,51,237711.0,284.3061690784463
190,2021-02-18,google_hot,search,89459845,527210,119542.0,9004,162,28,214368.0,737.9135802469136
191,2021-02-18,google_wide,search,127823,10593685,200986.0,24005,480,43,93353.0,418.72083333333336
192,2021-02-18,youtube_blogger,influencer,10934,4064081,86522.9,45004,144,31,256897.0,600.8534722222222
193,2021-02-18,instagram_tier1,social,9034945,11212959,241388.0,27009,599,72,430632.0,402.98497495826376
194,2021-02-18,instagram_tier2,social,983498,13281923,58596.4,51000,1020,16,36016.0,57.447450980392155
195,2021-02-18,facebook_retargeting,social,4387490,97885,17176.7,2991,28,6,33930.0,613.4535714285714
196,2021-02-18,facebook_lal,social,544756,1181224,171831.0,11991,128,19,17917.0,1342.4296875
197,2021-02-18,instagram_blogger,influencer,374754,2482796,518530.0,30000,1032,134,796630.0,502.4515503875969
198,2021-02-18,banner_partner,media,39889,419970000,339735.0,41997,840,114,516420.0,404.44642857142856
199,2021-02-19,facebook_tier1,social,349043,15345139,53253.9,26407,71,10,44550.0,750.0549295774648
200,2021-02-19,facebook_tier2,social,348934,7260800,415376.0,36304,726,58,288898.0,572.1432506887053
201,2021-02-19,google_hot,search,89459845,413291,9777.55,9904,14,2,15962.0,698.3964285714285
202,2021-02-19,google_wide,search,127823,8455475,81623.5,26406,281,20,72300.0,290.47508896797154
203,2021-02-19,youtube_blogger,influencer,10934,3801165,880357.0,49510,1666,369,2812520.0,528.4255702280913
204,2021-02-19,instagram_tier1,social,9034945,6168252,300775.0,29699,1082,96,574176.0,277.98059149722735
205,2021-02-19,instagram_tier2,social,983498,11222000,9908.98,56110,185,3,3621.0,53.56205405405405
206,2021-02-19,facebook_retargeting,social,4387490,115166,3173.41,3297,7,1,5199.0,453.3442857142857
207,2021-02-19,facebook_lal,social,544756,1320200,440355.0,13202,264,45,80325.0,1668.0113636363637
208,2021-02-19,instagram_blogger,influencer,374754,3299900,404285.0,32999,694,104,519272.0,582.543227665706
209,2021-02-19,banner_partner,media,39889,19065489,492126.0,46209,924,139,556417.0,532.6038961038961
210,2021-02-20,facebook_tier1,social,349043,9916906,56874.2,28796,88,12,59772.0,646.2977272727272
211,2021-02-20,facebook_tier2,social,348934,7918600,455831.0,39593,853,68,387124.0,534.3856975381008
212,2021-02-20,google_hot,search,89459845,540450,190469.0,10809,359,47,365378.0,530.5543175487466
213,2021-02-20,google_wide,search,127823,5762000,435770.0,28810,732,96,253440.0,595.3142076502733
214,2021-02-20,youtube_blogger,influencer,10934,5399300,303860.0,53993,1094,182,1452540.0,277.7513711151737
215,2021-02-20,instagram_tier1,social,9034945,7669421,404737.0,32395,1003,139,847066.0,403.5264207377866
216,2021-02-20,instagram_tier2,social,983498,12239000,150065.0,61195,1224,48,73392.0,122.60212418300654
217,2021-02-20,facebook_retargeting,social,4387490,111784,73587.5,3594,116,24,119544.0,634.375
218,2021-02-20,facebook_lal,social,544756,1118531,173041.0,14399,113,18,17658.0,1531.3362831858408
219,2021-02-20,instagram_blogger,influencer,374754,5497354,504576.0,35994,822,137,682397.0,613.8394160583941
220,2021-02-20,banner_partner,media,39889,26012342,750361.0,50408,1678,252,1003210.0,447.17580452920146
221,2021-02-21,facebook_tier1,social,349043,478600,38596.7,2393,66,7,31094.0,584.7984848484848
222,2021-02-21,facebook_tier2,social,348934,543787,39481.0,3299,113,6,29538.0,349.3893805309734
223,2021-02-21,google_hot,search,89459845,49655,9444.12,907,18,2,15962.0,524.6733333333334
224,2021-02-21,google_wide,search,127823,478400,17476.2,2392,48,5,12910.0,364.08750000000003
225,2021-02-21,youtube_blogger,influencer,10934,713896,30801.0,4507,90,20,159620.0,342.23333333333335
226,2021-02-21,instagram_tier1,social,9034945,555915,29457.5,2709,60,10,55540.0,490.9583333333333
227,2021-02-21,instagram_tier2,social,983498,781353,12503.5,5104,102,4,7924.0,122.58333333333333
228,2021-02-21,facebook_retargeting,social,4387490,10812,1555.96,296,3,1,3993.0,518.6533333333333
229,2021-02-21,facebook_lal,social,544756,119400,32169.9,1194,24,4,3924.0,1340.4125000000001
230,2021-02-21,instagram_blogger,influencer,374754,300900,65006.3,3009,89,17,84677.0,730.4078651685394
231,2021-02-21,banner_partner,media,39889,42080000,25023.2,4208,67,10,31710.0,373.48059701492537
232,2021-02-22,facebook_tier1,social,349043,605386,59710.0,4802,96,12,67632.0,621.9791666666666
233,2021-02-22,facebook_tier2,social,348934,2090371,95536.2,6606,132,14,69734.0,723.7590909090909
234,2021-02-22,google_hot,search,89459845,90500,30645.4,1810,65,7,59045.0,471.46769230769235
235,2021-02-22,google_wide,search,127823,959600,12348.3,4798,39,4,11924.0,316.6230769230769
236,2021-02-22,youtube_blogger,influencer,10934,757387,77803.8,8997,180,42,359394.0,432.24333333333334
237,2021-02-22,instagram_tier1,social,9034945,4565811,33474.7,5397,108,9,53829.0,309.9509259259259
238,2021-02-22,instagram_tier2,social,983498,2190892,19196.6,10202,124,7,14602.0,154.81129032258065
239,2021-02-22,facebook_retargeting,social,4387490,17821,5792.48,598,12,3,12168.0,482.70666666666665
240,2021-02-22,facebook_lal,social,544756,239600,51783.3,2396,48,6,5886.0,1078.8187500000001
241,2021-02-22,instagram_blogger,influencer,374754,599700,137382.0,5997,236,35,158340.0,582.1271186440678
242,2021-02-22,banner_partner,media,39889,105873774,60021.6,8409,168,20,80600.0,357.27142857142854
243,2021-02-23,facebook_tier1,social,349043,924525,9858.28,1203,28,2,9962.0,352.0814285714286
244,2021-02-23,facebook_tier2,social,348934,475992,19350.0,1641,37,3,12225.0,522.972972972973
245,2021-02-23,google_hot,search,89459845,22175,5409.21,442,9,2,15050.0,601.0233333333333
246,2021-02-23,google_wide,search,127823,241000,12581.6,1205,24,3,8943.0,524.2333333333333
247,2021-02-23,youtube_blogger,influencer,10934,297609,16343.0,2246,45,8,63848.0,363.1777777777778
248,2021-02-23,instagram_tier1,social,9034945,536236,557.25,1349,1,0,0.0,557.25
249,2021-02-23,instagram_tier2,social,983498,512000,4285.44,2560,51,2,2934.0,84.02823529411764
250,2021-02-23,facebook_retargeting,social,4387490,4908,1238.09,155,3,1,5265.0,412.69666666666666
251,2021-02-23,facebook_lal,social,544756,60800,16078.6,608,12,2,2720.0,1339.8833333333334
252,2021-02-23,instagram_blogger,influencer,374754,117218,15435.0,1500,31,4,17816.0,497.9032258064516
253,2021-02-23,banner_partner,media,39889,654544,16706.4,2099,42,6,23886.0,397.7714285714286
254,2021-02-24,facebook_tier1,social,349043,479596,94564.2,2408,93,15,81825.0,1016.8193548387096
255,2021-02-24,facebook_tier2,social,348934,395127,44347.2,3297,66,7,34867.0,671.9272727272727
256,2021-02-24,google_hot,search,89459845,45150,14306.2,903,18,3,23943.0,794.7888888888889
257,2021-02-24,google_wide,search,127823,291441,22357.6,2408,52,5,19060.0,429.95384615384614
258,2021-02-24,youtube_blogger,influencer,10934,409320,22944.3,4508,65,14,111734.0,352.98923076923074
259,2021-02-24,instagram_tier1,social,9034945,869482,23908.4,2703,42,7,36456.0,569.2476190476191
260,2021-02-24,instagram_tier2,social,983498,624157,18675.0,5098,122,6,10590.0,153.0737704918033
261,2021-02-24,facebook_retargeting,social,4387490,8966,2857.1,297,6,1,4981.0,476.18333333333334
262,2021-02-24,facebook_lal,social,544756,148794,48796.6,1196,38,6,8178.0,1284.121052631579
263,2021-02-24,instagram_blogger,influencer,374754,355802,42311.5,2990,60,9,44829.0,705.1916666666667
264,2021-02-24,banner_partner,media,39889,2770687,34169.9,4205,84,16,63696.0,406.7845238095238
265,2021-02-25,facebook_tier1,social,349043,94600,11230.2,473,15,2,10104.0,748.6800000000001
266,2021-02-25,facebook_tier2,social,348934,131400,10357.0,657,13,2,9962.0,796.6923076923077
267,2021-02-25,google_hot,search,89459845,8750,1078.73,175,1,0,0.0,1078.73
268,2021-02-25,google_wide,search,127823,61867,9472.22,487,19,2,5730.0,498.5378947368421
269,2021-02-25,youtube_blogger,influencer,10934,94976,9034.91,904,22,5,38030.0,410.6777272727273
270,2021-02-25,instagram_tier1,social,9034945,106000,2304.01,530,6,1,5981.0,384.0016666666667
271,2021-02-25,instagram_tier2,social,983498,115468,2059.03,1015,20,1,1981.0,102.95150000000001
272,2021-02-25,facebook_retargeting,social,4387490,2214,1487.47,66,3,1,4461.0,495.8233333333333
273,2021-02-25,facebook_lal,social,544756,25000,5871.29,250,5,1,981.0,1174.258
274,2021-02-25,instagram_blogger,influencer,374754,46753,6227.53,591,12,2,10130.0,518.9608333333333
275,2021-02-25,banner_partner,media,39889,2885291,7583.66,848,17,3,11943.0,446.0976470588235
276,2021-02-26,facebook_tier1,social,349043,168408,19887.7,1207,39,4,22488.0,509.94102564102565
277,2021-02-26,facebook_tier2,social,348934,438858,17935.4,1657,33,3,15345.0,543.4969696969697
278,2021-02-26,google_hot,search,89459845,22450,1545.74,449,2,0,0.0,772.87
